"contracted","count_contr","elliptical_rate","origin","len.text"
"['and so on']",2e-04,0,"scientific",6391
"['and so on']",2e-04,0,"scientific",3833
"['and so on']",3e-04,0,"scientific",3495
"['and so on', 'and so on', 'and so on']",2e-04,0,"scientific",19279
"['and so on']",1e-04,0,"scientific",10381
"[""can't"", ' corona ']",9e-04,0,"scientific",2335
"[""can't"", ""can't"", ""can't"", ""won't""]",7e-04,0,"scientific",5529
"['and so on']",1e-04,0,"scientific",13903
"['and so on', '“corona ', '“Corona ', ' Corona ', ' corona ', ' Corona ', ' corona ']",0.0011,0,"scientific",6252
"[""won't""]",2e-04,0,"scientific",4212
"['and so on', 'and so on']",3e-04,0,"scientific",6214
"['and so on']",1e-04,0,"scientific",10166
"['and so on', 'and so on']",6e-04,0,"scientific",3535
"['and so on']",4e-04,0,"scientific",2368
"['asian virus']",1e-04,0,"scientific",7482
"['and so on']",4e-04,0,"scientific",2387
"[""can't""]",3e-04,0,"scientific",3117
"['and so on']",3e-04,0,"scientific",3199
"['and so on', 'and so on', 'and so on', 'and so on']",0.0013,0,"scientific",3090
"['and so on']",7e-04,0,"scientific",1532
"['and so on', 'and so on']",6e-04,0,"scientific",3526
"[""can't""]",6e-04,0,"scientific",1562
"['and so on', 'and so on']",4e-04,0,"scientific",4695
"['and so on', 'and so on']",5e-04,0,"scientific",3944
"['and so on']",2e-04,0,"scientific",5412
"['and so on', 'and so on']",4e-04,0,"scientific",5503
"['and so on']",2e-04,0,"scientific",6127
"['and so on', 'and so on']",2e-04,0,"scientific",9635
"['and so on', 'and so on']",7e-04,0,"scientific",2874
"['and so on']",2e-04,0,"scientific",5342
"['and so on']",2e-04,0,"scientific",6011
"['and so on']",2e-04,0,"scientific",6310
"['and so on', 'and so on']",3e-04,0,"scientific",6183
"['and so on', '(CORona ']",4e-04,0,"scientific",4814
"['and so on']",6e-04,0,"scientific",1793
"['and so on']",2e-04,0,"scientific",4423
"['and so on', 'and so on']",7e-04,0,"scientific",2962
"['and so on']",2e-04,0,"scientific",5746
"[""isn't""]",7e-04,0,"scientific",1351
"[""isn't""]",3e-04,0,"scientific",3866
"['and so on', 'and so on']",4e-04,0,"scientific",4567
"['and so on', 'and so on', 'and so on', '“corona,', ' corona.']",0.0015,0,"scientific",3384
"['and so on']",4e-04,0,"scientific",2818
"['and so on', 'and so on']",0.0012,0,"scientific",1656
"[""aren't""]",2e-04,0,"scientific",4174
"['and so on']",2e-04,0,"scientific",5640
"['and so on']",4e-04,0,"scientific",2523
"['and so on']",3e-04,0,"scientific",3063
"[""can't"", ""can't"", ""can't""]",5e-04,0,"scientific",6555
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on']",0.0012,0,"scientific",4136
"[""hasn't"", ""won't""]",6e-04,0,"scientific",3320
"[""haven't"", ""haven't"", ""hasn't"", ""hasn't""]",8e-04,0,"scientific",4905
"['and so on', ' Corona ']",6e-04,0,"scientific",3258
"[""shouldn't""]",2e-04,0,"scientific",6213
"['and so on', ' Corona ', ' Corona ', ' Corona ', ' Corona ']",0.0024,0,"scientific",2052
"['and so on']",2e-04,0,"scientific",4400
"['and so on']",1e-04,0,"scientific",7318
"[""can't"", ' corona ']",5e-04,0,"scientific",4408
"['and so on', 'and so on']",2e-04,0,"scientific",9148
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on']",0.0011,0,"scientific",6224
"['and so on']",2e-04,0,"scientific",5349
"['and so on']",2e-04,0,"scientific",5416
"['and so on', 'and so on']",0.0024,0,"scientific",849
"['and so on']",2e-04,0,"scientific",6411
"[""haven't"", ""haven't""]",0,0,"scientific",84844
"['and so on']",1e-04,0,"scientific",7599
"['and so on']",6e-04,0,"scientific",1676
"[""can't""]",6e-04,0,"scientific",1759
"['and so on']",9e-04,0,"scientific",1098
"['and so on', 'and so on']",6e-04,0,"scientific",3250
"[""can't""]",3e-04,0,"scientific",3335
"['and so on', '‘corona’']",4e-04,0,"scientific",4824
"[""isn't""]",2e-04,0.000157778479015462,"scientific",6334
"['and so on']",3e-04,0.000337154416722859,"scientific",2966
"['and so on']",0.0011,0,"scientific",903
"['and so on']",4e-04,0,"scientific",2723
"[""won't""]",1e-04,0,"scientific",17606
"['and so on']",1e-04,0,"scientific",9833
"['and so on', 'and so on', ' corona ', ' Corona ']",0.0011,0,"scientific",3381
"['and so on', ' corona,']",2e-04,0,"scientific",11246
"['and so on']",4e-04,0,"scientific",2585
"[""can't""]",0,1.24249841581452e-05,"scientific",80480
"['and so on']",2e-04,0,"scientific",5537
"['and so on']",1e-04,0,"scientific",11825
"['and so on']",5e-04,0,"scientific",2222
"['and so on', 'and so on']",3e-04,0,"scientific",5473
"['and so on', 'and so on']",4e-04,0,"scientific",4445
"[' Rona ']",0,0,"scientific",149090
"['And so on', ' corona ']",4e-04,0,"scientific",5181
"['and so on']",4e-04,0,"scientific",2571
"[""haven't""]",9e-04,0,"scientific",1123
"[""can't"", ""isn't""]",3e-04,0,"scientific",5867
"['and so on', 'and so on', 'and so on', 'and so on']",0.0014,0,"scientific",2913
"['and so on']",0,2.64368423835457e-05,"scientific",37647
"['and so on', 'and so on']",6e-04,0,"scientific",3279
"[""can't"", ""haven't"", ""haven't"", ""isn't""]",0.001,0,"scientific",4146
"['and so on', 'and so on']",2e-04,0,"scientific",10224
"['and so on']",2e-04,0,"scientific",5020
"['and so on']",2e-04,0,"scientific",6513
"['and so on']",1e-04,0,"scientific",7164
"['and so on']",4e-04,0,"scientific",2341
"[""can't""]",6e-04,0,"scientific",1624
"['and so on']",1e-04,0,"scientific",6874
"['and so on']",7e-04,0,"scientific",1356
"['And so on']",0.001,0,"scientific",962
"[""won't""]",2e-04,0,"scientific",4260
"['and so on']",3e-04,0,"scientific",3366
"[""can't"", ""can't""]",7e-04,0,"scientific",2901
"['and so on']",2e-04,0,"scientific",4589
"['and so on']",2e-04,0,"scientific",6342
"['and so on', ' Corona ']",4e-04,0,"scientific",5523
"[""can't"", ""hasn't""]",3e-04,0,"scientific",5891
"['and so on']",1e-04,0,"scientific",6877
"[""can't""]",3e-04,0,"scientific",3464
"['and so on']",2e-04,0,"scientific",5591
"['and so on']",2e-04,0.000160462130937099,"scientific",6223
"['and so on', 'and so on', ' corona ', ' corona ', ' corona ', ' corona ']",0.0011,0,"scientific",5685
"['and so on']",2e-04,0,"scientific",4886
"['and so on', 'and so on']",3e-04,0,"scientific",6293
"['and so on']",5e-04,0,"scientific",2050
"[""can't""]",4e-04,0,"scientific",2473
"['and so on', 'and so on']",3e-04,0,"scientific",6741
"['and so on']",5e-04,0,"scientific",2033
"[""haven't""]",2e-04,0,"scientific",4643
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on']",0.001,0,"scientific",7089
"['and so on', 'and so on']",1e-04,0,"scientific",14924
"['and so on']",2e-04,0,"scientific",6582
"['and so on', 'and so on', 'and so on', 'and so on']",0.001,0,"scientific",4160
"['and so on', ""can't"", ""isn't"", ' corona ', '-corona ', ' corona ', ' corona ']",7e-04,0,"scientific",9393
"[""won't""]",3e-04,0,"scientific",3168
"['and so on', ' Corona ']",2e-04,0,"scientific",9066
"['and so on', 'and so on']",9e-04,0,"scientific",2209
"['and so on']",3e-04,0,"scientific",2945
"[""aren't""]",7e-04,0,"scientific",1505
"['and so on']",3e-04,0,"scientific",3028
"[' Rona,', ' rona ', ' Rona ', ' corona ', '(corona ', ' corona)']",0.0031,0,"scientific",1912
"['and so on']",3e-04,0,"scientific",2972
"[""isn't"", ' Corona:']",0,7.58912478418426e-06,"scientific",526939
"['and so on', 'and so on']",0,0,"scientific",48255
"['and so on']",8e-04,0,"scientific",1287
"[""can't"", ""haven't""]",2e-04,0,"scientific",12192
"['and so on']",2e-04,0,"scientific",5264
"['and so on', '-corona ', '-corona ']",8e-04,0,"scientific",3608
"['and so on']",2e-04,0,"scientific",6199
"['and so on', ' corona ']",1e-04,0,"scientific",24182
"['and so on', 'and so on', 'and so on', 'and so on']",0.0012,0,"scientific",3298
"['and so on']",1e-04,0,"scientific",6804
"[""isn't""]",2e-04,0,"scientific",4162
"[""can't""]",0.0024,0,"scientific",424
"['and so on', 'and so on']",2e-04,0,"scientific",9755
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on']",7e-04,0,"scientific",7176
"[""won't""]",3e-04,0,"scientific",3467
"['and so on', 'and so on', 'and so on']",0.0018,0,"scientific",1554
"['and so on', ' corona ', ' Corona ', ' Corona ']",8e-04,0,"scientific",5281
"['and so on']",1e-04,0,"scientific",7446
"['and so on', '“corona”']",1e-04,0,"scientific",19156
"['and so on', ""can't""]",0.0036,0,"scientific",553
"['and so on']",2e-04,0,"scientific",4022
"['and so on']",2e-04,0,"scientific",5039
"['and so on', 'and so on']",4e-04,0,"scientific",4883
"['and so on']",3e-04,0,"scientific",2874
"['and so on']",2e-04,0,"scientific",6656
"['and so on']",1e-04,0,"scientific",11360
"['and so on']",5e-04,0,"scientific",2023
"[""can't""]",1e-04,0,"scientific",6900
"['and so on']",3e-04,0,"scientific",3794
"['and so on']",2e-04,0,"scientific",5161
"['and so on']",1e-04,0,"scientific",11087
"['and so on']",3e-04,0,"scientific",3636
"['and so on']",1e-04,0,"scientific",10316
"['and so on']",4e-04,0,"scientific",2243
"['and so on']",3e-04,0,"scientific",2909
"['and so on']",4e-04,0,"scientific",2284
"['and so on', ' Corona ']",8e-04,0,"scientific",2354
"['China virus']",2e-04,0,"scientific",4904
"['and so on', 'and so on']",3e-04,0,"scientific",7653
"[""can't""]",1e-04,0,"scientific",6829
"['and so on', ' Corona,']",6e-04,0,"scientific",3334
"['and so on']",2e-04,0,"scientific",4331
"['and so on', 'and so on']",4e-04,0,"scientific",5696
"['and so on', 'and so on']",6e-04,0,"scientific",3131
"[""can't""]",1e-04,0,"scientific",6689
"['and so on']",4e-04,0,"scientific",2442
"['and so on', 'and so on', 'and so on']",7e-04,0,"scientific",4494
"['and so on', 'and so on']",4e-04,0,"scientific",5049
"['and so on', 'and so on']",7e-04,0,"scientific",2973
"['and so on', 'and so on', ' corona ', ' corona ', '-corona ']",8e-04,0,"scientific",5898
"[""can't"", ""can't"", ""can't""]",0.001,0,"scientific",2975
"[""can't"", ' corona ', ' corona ', ' corona ']",8e-04,0,"scientific",4924
"[""aren't"", ' corona ']",0.0025,0,"scientific",790
"['and so on', 'and so on', 'and so on']",9e-04,0,"scientific",3276
"['and so on']",1e-04,0,"scientific",6678
"['and so on']",4e-04,0,"scientific",2416
"['and so on']",3e-04,0,"scientific",3264
"['and so on']",3e-04,0,"scientific",3804
"['and so on', 'and so on']",4e-04,0,"scientific",5027
"['and so on', 'and so on']",4e-04,0,"scientific",5092
"[""aren't""]",2e-04,0,"scientific",4912
"['and so on']",3e-04,0,"scientific",3110
"['and so on']",7e-04,0,"scientific",1452
"[""aren't"", ""haven't"", ""hasn't"", ""isn't""]",0.0014,0,"scientific",2845
"['and so on', 'and so on', ' Corona ', ' Corona ', '""Corona ']",9e-04,0,"scientific",5760
"['and so on']",2e-04,0,"scientific",4916
"['and so on']",6e-04,0,"scientific",1697
"['and so on', '”corona”']",4e-04,0,"scientific",5159
"['and so on', '(COrona ']",0.0039,0,"scientific",511
"['and so on', ' corona ']",2e-04,0,"scientific",13204
"['and so on', '‘corona ', '‘corona ', '‘corona ', ' corona ']",0.0015,0,"scientific",3413
"['and so on', 'and so on']",4e-04,0,"scientific",4175
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on']",0.0012,0,"scientific",4863
"[""can't""]",3e-04,0,"scientific",3046
"['and so on']",1e-04,0,"scientific",10191
"['and so on']",4e-04,0,"scientific",2732
"[""isn't""]",3e-04,0,"scientific",3855
"['and so on']",3e-04,0,"scientific",3256
"['and so on']",2e-04,0,"scientific",6618
"[""Shouldn't""]",6e-04,0,"scientific",1802
"[""aren't""]",2e-04,0,"scientific",4377
"['and so on']",2e-04,0,"scientific",4299
"[""won't""]",6e-04,0,"scientific",1735
"['and so on']",2e-04,0,"scientific",6153
"['and so on']",2e-04,0,"scientific",4160
"['and so on']",2e-04,0,"scientific",5074
"['and so on']",2e-04,0,"scientific",4865
"['Asian virus', 'Asian virus']",4e-04,0,"scientific",5070
"['and so on']",4e-04,0,"scientific",2855
"['and so on']",3e-04,0,"scientific",2878
"['and so on']",1e-04,0,"scientific",7699
"['and so on']",2e-04,0,"scientific",3398
"['and so on']",4e-04,0,"scientific",2560
"['and so on', 'and so on']",5e-04,0,"scientific",3702
"['and so on', '“corona”']",3e-04,0,"scientific",6761
"['and so on']",5e-04,0,"scientific",2085
"['and so on']",3e-04,0,"scientific",3228
"['and so on', 'and so on', 'and so on']",7e-04,0,"scientific",4163
"[""can't""]",6e-04,0,"scientific",1740
"['and so on']",5e-04,0,"scientific",2205
"['and so on', 'and so on']",2e-04,0,"scientific",8813
"['and so on']",3e-04,0,"scientific",3429
"['and so on']",2e-04,0,"scientific",5717
"['and so on', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ']",0.0014,0,"scientific",6573
"['and so on', 'and so on', 'and so on']",4e-04,0,"scientific",7332
"['and so on', 'And so on', 'and so on', 'and so on', 'and so on', ' Corona ', 'Boomer Remover']",6e-04,0,"scientific",12161
"[""can't"", ""won't"", ""shouldn't"", ""isn't""]",0,4.91654976203899e-06,"scientific",610595
"['and so on']",2e-04,0,"scientific",6583
"['and so on']",2e-04,0,"scientific",4106
"[""haven't""]",2e-04,0,"scientific",6291
"['and so on']",2e-04,0,"scientific",5076
"['and so on']",0,0,"scientific",47935
"['Kung flu', ' Corona ', '“corona”', ' Corona ', ' Corona ']",5e-04,0,"scientific",8943
"['and so on']",3e-04,0,"scientific",3251
"['and so on']",4e-04,0,"scientific",2627
"['and so on', ' corona ']",4e-04,0,"scientific",5187
"['and so on']",2e-04,0,"scientific",4121
"['and so on']",3e-04,0,"scientific",3059
"[""isn't""]",3e-04,0,"scientific",2923
"['and so on']",1e-04,0,"scientific",8850
"['and so on']",1e-04,0,"scientific",7702
"['and so on', 'and so on']",5e-04,0,"scientific",3673
"['and so on']",1e-04,0,"scientific",7186
"['and so on']",3e-04,0,"scientific",3842
"['and so on']",2e-04,0,"scientific",5250
"['and so on']",5e-04,0,"scientific",2111
"['and so on']",2e-04,0,"scientific",4028
"[""can't"", ""can't""]",6e-04,0,"scientific",3394
"['and so on', 'and so on']",4e-04,0,"scientific",5150
"[""can't""]",5e-04,0,"scientific",1849
"['and so on', 'and so on']",9e-04,0,"scientific",2203
"['and so on']",4e-04,0,"scientific",2267
"[""isn't""]",3e-04,0,"scientific",3166
"[""isn't""]",0.001,0,"scientific",1020
"[""can't"", ""won't"", ' corona‐']",5e-04,0,"scientific",5858
"['and so on']",3e-04,0,"scientific",3978
"['and so on']",2e-04,0,"scientific",5240
"['and so on', 'and so on']",8e-04,0,"scientific",2530
"['and so on', 'and so on', 'and so on']",2e-04,0,"scientific",19304
"['and so on']",0.001,0,"scientific",1002
"['and so on']",5e-04,0,"scientific",2044
"['and so on', 'and so on', 'and so on']",4e-04,0,"scientific",7209
"['China virus']",1e-04,0,"scientific",7142
"['and so on']",5e-04,0,"scientific",2017
"['and so on']",1e-04,0,"scientific",11630
"['China virus', ' corona ', '#corona ', ' corona,', ' corona,', ' corona ', ' corona ', ' corona ']",6e-04,0,"scientific",12780
"['and so on']",2e-04,0,"scientific",5570
"[""aren't""]",2e-04,0,"scientific",4728
"['and so on']",1e-04,0,"scientific",9205
"['and so on']",2e-04,0,"scientific",4968
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on']",0.0016,0,"scientific",3085
"['and so on', 'and so on', ' corona ']",5e-04,0,"scientific",5475
"[""shouldn't""]",7e-04,0,"scientific",1494
"['China virus']",3e-04,0,"scientific",3327
"['and so on']",5e-04,0,"scientific",1970
"['and so on', ' corona ']",2e-04,0,"scientific",12021
"['and so on']",0.0011,0,"scientific",919
"['and so on', ' corona ', ' corona ']",8e-04,0,"scientific",3776
"[""can't""]",2e-04,0,"scientific",4461
"['and so on', ' corona ']",4e-04,0,"scientific",5068
"['and so on']",3e-04,0,"scientific",3403
"['and so on', 'and so on']",4e-04,0,"scientific",5374
"['and so on']",1e-04,0,"scientific",9009
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', ' Corona ']",0.0017,0,"scientific",4736
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', ' corona ']",6e-04,0,"scientific",11388
"[""won't""]",2e-04,0,"scientific",4140
"['boomer remover']",2e-04,0,"scientific",5377
"['and so on']",0,0,"scientific",20147
"['and so on']",1e-04,0,"scientific",7434
"['and so on', 'and so on']",8e-04,0,"scientific",2605
"['and so on']",7e-04,0,"scientific",1514
"['and so on']",3e-04,0,"scientific",3640
"['and so on']",2e-04,0,"scientific",5152
"['and so on', ' corona ']",3e-04,0,"scientific",6982
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on']",5e-04,0,"scientific",12275
"[""won't""]",6e-04,0,"scientific",1664
"['Asian virus', ' corona.']",1e-04,0,"scientific",27663
"['and so on']",1e-04,0,"scientific",6714
"['and so on']",4e-04,0,"scientific",2431
"['and so on']",3e-04,0,"scientific",3486
"['and so on']",3e-04,0,"scientific",3086
"['and so on', ' corona ']",7e-04,0,"scientific",2881
"['and so on']",5e-04,0,"scientific",1994
"['and so on', 'and so on', ' Corona ']",9e-04,0,"scientific",3464
"['and so on', 'and so on', 'and so on']",4e-04,0,"scientific",7114
"['and so on']",3e-04,0,"scientific",3253
"[""can't""]",1e-04,0,"scientific",7034
"['and so on', 'and so on', 'and so on', ""won't""]",7e-04,0,"scientific",5478
"['and so on']",3e-04,0,"scientific",2932
"['and so on']",3e-04,0,"scientific",2938
"['and so on', ' corona,']",3e-04,0,"scientific",7142
"['and so on']",5e-04,0,"scientific",2133
"['and so on', ""haven't"", ""hasn't"", ""hasn't""]",0,3.77609993070857e-06,"scientific",529015
"['and so on']",2e-04,0,"scientific",4071
"[""haven't"", ' corona ', ' corona ']",4e-04,0,"scientific",7195
"['and so on']",1e-04,0,"scientific",9907
"['and so on']",2e-04,0,"scientific",4802
"['and so on']",3e-04,0,"scientific",3112
"['and so on']",4e-04,0,"scientific",2395
"['kung flu', 'China virus']",0.0019,0,"scientific",1061
"['and so on', ' corona ', ' corona ']",8e-04,0,"scientific",3601
"['and so on']",3e-04,0,"scientific",3336
"['and so on', ' corona ']",5e-04,0,"scientific",4081
"['and so on', ' corona ', ' corona ', ' corona ', ' Corona ', ' Corona ', ' Corona ']",0.0018,0,"scientific",3840
"['and so on', 'and so on', 'and so on']",0.0018,0,"scientific",1678
"['and so on']",3e-04,0,"scientific",3033
"['and so on']",5e-04,0,"scientific",1896
"['and so on']",1e-04,0,"scientific",11801
"['and so on', ' corona ', ' corona ']",5e-04,0,"scientific",6589
"['and so on']",6e-04,0,"scientific",1539
"['and so on']",4e-04,0,"scientific",2456
"[""can't""]",3e-04,0,"scientific",3647
"[""can't""]",1e-04,0,"scientific",8813
"['and so on', ' corona ']",1e-04,0,"scientific",15751
"[""won't""]",3e-04,0,"scientific",3991
"['and so on']",1e-04,0,"scientific",7390
"[""can't""]",0.001,0,"scientific",997
"['and so on']",1e-04,0,"scientific",6856
"['and so on', ""can't""]",4e-04,0,"scientific",5566
"['and so on']",2e-04,0,"scientific",4946
"['and so on', 'and so on']",5e-04,0,"scientific",3729
"['and so on']",3e-04,0,"scientific",3877
"['and so on']",3e-04,0,"scientific",3536
"['and so on', 'and so on']",3e-04,0,"scientific",6488
"['and so on', 'and so on', 'and so on']",2e-04,0,"scientific",16160
"['and so on', ' Corona ']",2e-04,0,"scientific",9322
"['and so on', 'and so on']",4e-04,0,"scientific",4863
"['and so on', 'and so on', 'and so on']",7e-04,0,"scientific",3667
"['and so on', ' corona,', '‐corona ', ' corona ', ' corona ', ' corona ', ' corona ']",9e-04,0,"scientific",7627
"['and so on']",3e-04,0,"scientific",3491
"['and so on']",2e-04,0,"scientific",6117
"[""isn't""]",5e-04,0,"scientific",1914
"['and so on', 'and so on', 'and so on']",0.0011,0,"scientific",2656
"['and so on']",2e-04,0,"scientific",4335
"['boomer remover']",8e-04,0,"scientific",1248
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on']",0.002,0,"scientific",2493
"['and so on', 'and so on', 'and so on']",5e-04,0,"scientific",6417
"['and so on']",2e-04,0,"scientific",4256
"['and so on', '(Corona ']",3e-04,0,"scientific",7510
"[""won't""]",1e-04,0,"scientific",6988
"[""won't"", ' corona ']",9e-04,0,"scientific",2328
"['and so on', 'and so on', 'and so on', ' Corona ']",7e-04,0,"scientific",5538
"['and so on']",1e-04,0,"scientific",6699
"[""hasn't"", ""isn't"", ' Corona ']",6e-04,0,"scientific",4965
"[""aren't"", ""can't"", ""can't"", ""can't"", ""shouldn't"", ""isn't"", ""isn't""]",0.001,0,"scientific",7062
"['and so on']",3e-04,0,"scientific",3503
"['and so on', ""aren't""]",4e-04,0,"scientific",5635
"['and so on', '“corona ']",7e-04,0,"scientific",2881
"[""aren't"", ""aren't""]",8e-04,0,"scientific",2519
"[""can't"", ' corona ', ' corona ']",1e-04,0,"scientific",32010
"['and so on', 'and so on']",0.0014,0,"scientific",1462
"[""can't""]",0.001,0,"scientific",1007
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', '-corona ']",1e-04,0,"scientific",58189
"#Corona",0.0588,0,"twitter",17
"corona…",0.0455,0,"twitter",22
"gonna",0.0417,0,"twitter",24
"aren't",0.0588,0,"twitter",17
"#Corona",0.0909,0,"twitter",11
"#Corona",0.0769,0,"twitter",13
"isn't",0.0588,0,"twitter",17
"haven't",0.0588,0,"twitter",17
"corona",0.0526,0,"twitter",19
"CORONA",0.0435,0,"twitter",23
"isn't",0.0455,0,"twitter",22
"gonna",0.0556,0,"twitter",18
"haven't|Isn't",0.1111,0,"twitter",18
"Can't",0.0476,0,"twitter",21
"#corona",0.0833,0,"twitter",12
"GONNA",0.0526,0,"twitter",19
"CAN'T",0.0588,0,"twitter",17
"isn't",0.04,0,"twitter",25
"Isn't",0.0435,0,"twitter",23
"Isn't",0.0714,0,"twitter",14
"Gimme",0.04,0,"twitter",25
"shouldn't",0.0556,0,"twitter",18
"haven't",0.0526,0,"twitter",19
"can't",0.0435,0,"twitter",23
"#corona",0.0588,0,"twitter",17
"won't",0.0476,0,"twitter",21
"can't",0.0556,0,"twitter",18
"aren't|isn't",0.1,0,"twitter",20
"won't",0.0556,0,"twitter",18
"corona",0.0769,0,"twitter",13
"Corona",0.0556,0,"twitter",18
"won't",0.05,0,"twitter",20
"isn't",0.0476,0,"twitter",21
"#Corona
",0.125,0,"twitter",8
"isn't",0.0526,0,"twitter",19
"won't",0.0435,0,"twitter",23
"gonna",0.0556,0,"twitter",18
"gonna",0.05,0,"twitter",20
"#Corona",0.0909,0,"twitter",11
"isn't",0.0714,0,"twitter",14
"#Corona",0.0556,0,"twitter",18
"aren't",0.0556,0,"twitter",18
"#Corona",0.0556,0,"twitter",18
"aren't",0.0625,0,"twitter",16
"can't",0.0385,0,"twitter",26
"#Corona",0.0909,0,"twitter",11
"can't",0.0455,0,"twitter",22
"#Corona",0.1429,0,"twitter",7
"gonna",0.05,0,"twitter",20
"can't",0.0667,0,"twitter",15
"hasn't",0.0417,0,"twitter",24
"isn't",0.0435,0,"twitter",23
"isn't",0.0476,0,"twitter",21
"won't",0.05,0,"twitter",20
"aren't",0.0476,0,"twitter",21
"corona",0.0556,0,"twitter",18
"hasn't",0.0476,0,"twitter",21
"can't",0.0625,0,"twitter",16
"Can't",0.0476,0,"twitter",21
"Can't",0.05,0,"twitter",20
"shouldn't",0.0625,0,"twitter",16
"isn't",0.0588,0,"twitter",17
"won't",0.0625,0,"twitter",16
"Isn't",0.0455,0,"twitter",22
"can't",0.0417,0,"twitter",24
"corona",0.0455,0,"twitter",22
"can't",0.0667,0,"twitter",15
"gonna",0.0476,0,"twitter",21
"#Corona.",0.0455,0,"twitter",22
"can't",0.0526,0,"twitter",19
"#corona",0.0667,0,"twitter",15
"#Corona",0.0588,0,"twitter",17
"Corona",0.0556,0,"twitter",18
"#Corona",0.1,0,"twitter",10
"shouldn't",0.0556,0,"twitter",18
"isn't",0.0455,0,"twitter",22
"isn't",0.0588,0,"twitter",17
"won't",0.0625,0,"twitter",16
"Won't",0.0588,0,"twitter",17
"hasn't",0.0588,0,"twitter",17
"isn't",0.0556,0,"twitter",18
"Corona",0.0625,0,"twitter",16
"corona",0.0556,0,"twitter",18
"gonna",0.0455,0,"twitter",22
"can't",0.0417,0,"twitter",24
"gonna",0.0833,0,"twitter",12
"isn't",0.0556,0,"twitter",18
"-Corona",0.0667,0,"twitter",15
"isn't",0.0455,0,"twitter",22
"#Corona",0.0588,0,"twitter",17
"won't",0.0769,0,"twitter",13
"gonna",0.0769,0,"twitter",13
"hasn't",0.05,0,"twitter",20
"can't",0.0435,0,"twitter",23
"‘rona",0.0625,0,"twitter",16
"#CORONA",0.0476,0,"twitter",21
"gimme",0.1667,0,"twitter",6
"can't",0.0588,0,"twitter",17
"won't",0.0435,0,"twitter",23
"Corona…",0.0769,0,"twitter",13
"gonna",0.0526,0,"twitter",19
"gonna",0.0476,0,"twitter",21
"Corona",0.0526,0,"twitter",19
"Corona",0.0455,0,"twitter",22
"isn't",0.125,0,"twitter",8
"gonna",0.0526,0,"twitter",19
"won't",0.0435,0,"twitter",23
"#Corona…",0.0714,0,"twitter",14
"hasn't",0.0526,0,"twitter",19
"won't",0.0909,0,"twitter",11
"Corona:|#Corona",0.1176,0,"twitter",17
"hasn't",0.0526,0,"twitter",19
"can't",0.0526,0,"twitter",19
"#Corona",0.0588,0,"twitter",17
"#corona",0.0476,0,"twitter",21
"Can't",0.0526,0,"twitter",19
"#Corona",0.0769,0,"twitter",13
"haven't",0.0455,0,"twitter",22
"#Corona",0.0833,0,"twitter",12
"Won't",0.0556,0,"twitter",18
"Won't",0.0556,0,"twitter",18
"
Gonna",0.0769,0,"twitter",13
"can't",0.05,0,"twitter",20
"corona",0.0714,0,"twitter",14
"won't",0.0476,0,"twitter",21
"Hasn't",0.0526,0,"twitter",19
"can't|isn't",0.1111,0,"twitter",18
"can't",0.0455,0,"twitter",22
"#corona,",0.0435,0,"twitter",23
"#Corona",0.0556,0,"twitter",18
"#Corona",0.05,0,"twitter",20
"#Corona",0.0588,0,"twitter",17
"#Corona",0.0625,0,"twitter",16
"shouldn't",0.0556,0,"twitter",18
"gonna",0.0435,0,"twitter",23
"haven't",0.0833,0,"twitter",12
"gonna",0.05,0,"twitter",20
"hasn't",0.0588,0,"twitter",17
"can't|Isn't",0.1111,0,"twitter",18
"shouldn't",0.0588,0,"twitter",17
"won't",0.05,0,"twitter",20
"aren't",0.0625,0,"twitter",16
"gonna",0.0455,0,"twitter",22
"can't",0.0588,0,"twitter",17
"#Corona…",0.0667,0,"twitter",15
"can't",0.0526,0,"twitter",19
"aren't",0.0714,0,"twitter",14
"Corona",0.0526,0,"twitter",19
"Haven't",0.0556,0,"twitter",18
"won't",0.05,0,"twitter",20
"#Corona",0.0556,0,"twitter",18
"isn't",0.0556,0,"twitter",18
"Gimme",0.0455,0,"twitter",22
"CAN'T",0.0476,0,"twitter",21
"Corona",0.0476,0,"twitter",21
"shouldn't",0.0435,0,"twitter",23
"gonna",0.0455,0,"twitter",22
"can't",0.05,0,"twitter",20
"can't",0.0526,0,"twitter",19
"isn't",0.0526,0,"twitter",19
"Can't",0.05,0,"twitter",20
"won't",0.0588,0,"twitter",17
"won't",0.0526,0,"twitter",19
".gonna",0.1111,0,"twitter",9
"isn't",0.0526,0,"twitter",19
"isn't",0.05,0,"twitter",20
